id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4980294942196447,NxGPY9doz,5837652966,七七CR7,C罗找武汉组织有没有人,,,,,0,10,2,2023-12-18 13:45,C罗超话,,,,湖北
4980294694734003,NxGPzjRwT,1249909345,池霖美,我投给了“C罗”~,,,,,0,0,6041,2023-12-18 13:44,三星Note10,,,4980238291309150,广东
4980294264558058,NxGOSj7L4,2634502022,万达广场社区,C罗随利雅得胜利开启中国行将与中国球队交手|17日，2024荣耀巡回赛·利雅得胜利中国行官方社交媒体发布消息称，C罗将带领利雅得胜利队，于明年1月在深圳大运中心体育场进行两场比赛，对手分别为上海申花队和浙江队。相关海报中，C罗处于中间最显眼的位置。O网页链接,,,,,0,0,0,2023-12-18 13:42,微博网页版,['https://wx3.sinaimg.cn/large/9d074f86gy1hkxw09zt00j20hs0vm77u.jpg'],,,海南
4980294119327050,NxGODD8oi,7764452371,bi8boQQ糖,2023，超话因热爱不凡！我已在#超话大赏#为C罗投入一份热爱！速来2023超话大赏分享热爱，还有机会获得999元哦！,,,,超话大赏,0,0,0,2023-12-18 13:41,超话,,,,河南
4980293851942102,NxGOd89ee,3176584934,健身高进哥,我发表了头条文章:《年度金靴之争白热化！凯恩双响登顶，姆巴佩C罗哈兰德破50球大关》O年度金靴之争白热化！凯恩双响登顶，姆巴佩C罗哈兰德破50球大关,,,,,0,2,4,2023-12-18 13:40,微博推荐Android,,,,湖南
4980282606751019,NxGw4skfp,7786732393,lululu泡泡,鹿晗C罗要来深圳，鹿晗你去不去,,,,,0,2,0,2023-12-18 12:56,鹿晗超话,,,,福建
4980281796724055,NxGuLsdev,1058106635,沈阳日报,【#C罗明年1月带领球队来中国#将在深圳与申花浙江交手】12月17日，2024荣耀巡回赛利雅得胜利中国行官方微博发布消息称，C罗将带领利雅得胜利队，于明年1月在深圳大运中心体育场进行两场比赛，对手分别为上海申花队和浙江队。两场比赛中，与上海申花队的比赛安排在1月24日，与浙江队的比赛将在1月28日进行。L看看新闻KNEWS的微博视频,,,,C罗明年1月带领球队来中国,0,0,0,2023-12-18 12:52,iPhone客户端,,"http://f.video.weibocdn.com/o0/NqF2ox8Slx08b2nNXDnW01041200izJN0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1702998266&ssig=Y2C4D3sKTL&KID=unistore,video",,
4980281716772800,NxGuDspUI,1845864154,看看新闻KNEWS,【#C罗明年1月带领球队来中国#将在深圳与申花浙江交手】12月17日，2024荣耀巡回赛利雅得胜利中国行官方微博发布消息称，C罗将带领利雅得胜利队，于明年1月在深圳大运中心体育场进行两场比赛，对手分别为上海申花队和浙江队。两场比赛中，与上海申花队的比赛安排在1月24日，与浙江队的比赛将在1月28日进行。L看看新闻KNEWS的微博视频,,,,C罗明年1月带领球队来中国,0,2,3,2023-12-18 12:52,微博视频号,,"http://f.video.weibocdn.com/o0/NqF2ox8Slx08b2nNXDnW01041200izJN0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1702998266&ssig=Y2C4D3sKTL&KID=unistore,video",,
4980281675874447,NxGuzoEd9,2816900943,Miluuu_u,#C罗中国行票价#哪个渠道可以买票！！！求告知！！！,,,,C罗中国行 票价,0,23,1,2023-12-18 12:52,iPhone客户端,,,,广西
4980281425790502,NxGuaoinc,2093291547,追风少年-汤米,C罗这是所有罗迷的心声吧全国各地的罗迷我们深圳见！#c罗#L追风少年-汤米的微博视频,,,,c罗,0,1,26,2023-12-18 12:51,C罗超话,,"http://f.video.weibocdn.com/u0/MfEJ2QxKgx08b2nJ2lLW01041200e14X0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1702998266&ssig=WNjP1VzOY0&KID=unistore,video",,广东
4980280911200796,NxGtl52nG,2208254182,最爱广州南站周兴弘,C罗利雅得胜利将在1月24日对阵上海申花、1月28日对阵浙江队,,,,,0,0,0,2023-12-18 12:49,荣耀畅玩40 Plus,,,,广东
4980280290443617,NxGsl1Rp7,7846537713,范李有爱,C罗要来中国了，我真的好喜欢他呀，一月多就可以看见了，但是我也好有烦恼，其实我特别特别想去现场看一下，因为这是我喜欢了九年的球星呢，问题来了，球票好难抢呀，不光难抢，而且都好贵的，我看着稍微好点的位置，需要爸爸妈妈将近一半的工资了，我不想给他们怎么烦恼，我知道他们肯定支持我，好想C罗再晚一点来呗，等我自己有能力赚钱的时候，我肯定要坐在好的位置，好好欣赏他的比赛，有幸能合照那就太棒了，但这些都是后话了，所以，C罗，这次你的中国之行我就不去了，我会守在电视机前不会错过你的比赛的，我知道这次可能是最后一次了，你要退役了嘛，但是希望您能再来中国几次，我真的会一直支持你的,,烟台·山东工商学院(西校区),,,0,3,1,2023-12-18 12:46,iPhone客户端,,,,山东
4980279418817637,NxGqVAZRX,5262665230,啊这ep,#C罗中国行票价#蜂巢球王的粉丝买不起，50送可乐他们还得考虑一下🤣或者组织一下去找个商场“大屏幕”，微信集赞点播那种，集美们就可以去了🤣,,,,C罗中国行 票价,0,0,1,2023-12-18 12:43,iPhone客户端,,,,陕西
